Store,Date,IsHoliday,Temperature,Fuel_Price,CPI,Unemployment,Size,Weekly_Sales
33,2011-10-21,FALSE,81.74,3.842,129.78216129999998,8.01,39690,206893.15
14,2012-05-04,FALSE,55.21,3.951,190.9222115,8.567,200898,1483500.05
24,2012-03-23,FALSE,59.51,4.0539999999999985,137.65529030000002,8.658999999999999,203819,826030.63
5,2010-05-14,FALSE,74.79,2.854,210.8872772,6.465,34875,183449.26
30,2012-10-26,FALSE,70.5,3.506,223.0783366,6.17,42988,292384.2
21,2011-12-16,FALSE,50.56,3.159,218.82179280000003,7.441,140167,687346.73
37,2011-05-13,FALSE,76.73,3.899,214.6899778,8.3,39910,373181.81
45,2011-01-07,FALSE,34.32,3.193,182.5983058,8.549,118221,529225.15
6,2012-02-10,TRUE,48.58,3.409,221.8644987,6.1320000000000014,202505,1054946.02
8,2010-11-26,TRUE,51.07,2.735,215.1077548,6.433,155078,1021992.28
10,2011-05-06,FALSE,73.56,4.1930000000000005,129.04443329999998,8.494,126512,1307181.05
10,2012-07-06,FALSE,86.87,3.666,130.7196333,7.17,126512,1300425.97
13,2011-08-26,FALSE,81.53,3.57,129.2832581,6.8770000000000024,219622,1706050.03
19,2012-01-13,FALSE,37.08,3.666,136.753,7.943,203819,747402.89
28,2012-06-08,FALSE,84.83,4.103,130.8896774,11.627,206302,966340.19
27,2010-05-21,FALSE,63.31,3.096,136.0796521,8.058,204184,1166230.97
45,2012-08-24,FALSE,72.62,3.834,191.3448865,8.684,118221,336614.37
11,2010-05-28,FALSE,79.69,2.759,214.2037634,7.343,207499,773677.74
36,2010-12-10,FALSE,51.83,2.813,210.2372494,8.476,39910,250744.94999999998
17,2010-10-01,FALSE,60.07,2.853,126.2346,6.885,93188,565679.92
37,2012-10-26,FALSE,74.39,3.506,222.1136566,6.228,39910,417112.13
32,2010-03-19,FALSE,42.43,2.692,189.734262,9.014,203007,758445.58
26,2012-04-06,FALSE,33.35,3.957,137.79709680000002,7.489,152513,666539.73
37,2012-03-02,FALSE,64.54,3.63,219.5340975,7.244,39910,343695.71
37,2011-09-16,FALSE,82.06,3.526,214.7934111,8.177,39910,299698.04
13,2011-08-12,FALSE,75.95,3.606,129.2015806,6.8770000000000024,219622,1186738.63
44,2011-07-01,FALSE,74.29,3.613,129.0894,6.56,39910,210909.41
4,2011-07-08,FALSE,84.59,3.469,129.1125,5.644,205863,1409278.34
1,2012-04-06,FALSE,70.43,3.891,221.4356112,7.143,151315,1505325.19
23,2010-07-16,FALSE,73.94,2.7960000000000003,132.5667742,5.3260000000000005,114533,835841.14
24,2011-04-29,FALSE,60.48,4.117,134.4357333,8.212,203819,932177.27
24,2012-04-13,FALSE,48.65,4.187,137.868,8.982999999999997,203819,974776
41,2011-03-11,FALSE,31.6,3.372,192.058484,7.241,196321,789775.77
40,2011-10-28,FALSE,42.09,3.604,136.4884516,4.42,155083,529596.29
16,2011-06-10,FALSE,55.78,3.735,192.8470612,6.339,57197,514882.84
23,2012-08-24,FALSE,64.63,3.874,138.2814516,4.1560000000000015,114533,1154323.6
38,2010-11-19,FALSE,58.18,3.161,126.6072,14.313,39690,227758.44
44,2011-09-02,FALSE,77,3.58,129.32593550000001,6.56,39910,225942.68
20,2012-02-10,TRUE,33.47,3.64,213.1186138,6.961,203742,1898534.49
36,2010-09-03,FALSE,82.29,2.533,210.2966631,8.36,39910,292243.33
5,2010-05-21,FALSE,75.2,2.826,211.169023,6.465,34875,230957.8
1,2010-08-06,FALSE,87.16,2.627,211.5046621,7.787000000000001,151315,837329.22
33,2010-12-31,TRUE,52.91,3.148,127.0876774,9.265,39690,156302.7
15,2010-08-27,FALSE,65.07,2.885,132.6932258,8.099,123737,424379.15
10,2010-08-13,FALSE,88.37,3.049,126.064,9.199,126512,1471846.19
7,2012-02-24,FALSE,24.41,3.129,196.9499007,8.256,70713,437732.2
29,2010-08-13,FALSE,74.75,2.81,132.63,10.409,93638,348145
21,2010-11-05,FALSE,58.71,2.689,211.61350530000004,8.163,140167,445270.7
35,2012-10-12,FALSE,55.4,4,142.93761669999995,8.665,103681,523775.56
44,2012-10-19,FALSE,52.06,3.781,131.14996770000002,5.2170000000000005,39910,284666.88
3,2011-04-01,FALSE,68.76,3.524,218.2114184,7.574,37392,158424.91
32,2012-04-20,FALSE,49.15,3.936,197.7227385,8.09,203007,805263.9
34,2012-01-20,FALSE,39.28,3.273,130.27922579999998,9.653,158114,682546.07
34,2010-02-05,FALSE,35.44,2.5980000000000003,126.4420645,9.521,158114,594371.66
25,2010-04-23,FALSE,46.12,2.902,203.6905586,7.856,128107,472342.5
7,2011-06-24,FALSE,46.85,3.661,192.9982655,8.595,70713,472212.19
5,2010-12-31,TRUE,49.79,2.943,211.9567142,6.768,34875,238576.93
21,2011-01-14,FALSE,34.14,2.983,211.1176713,8.027999999999999,140167,479094.88
26,2012-04-13,FALSE,36.9,4.025,137.868,7.489,152513,659580.01
34,2010-11-19,FALSE,40.93,2.78,126.6072,10.21,158114,734887.27
32,2010-09-10,TRUE,68.44,2.78,190.3958293,9.017,203007,710365.61
4,2011-12-30,TRUE,36.89,3.119,130.07103229999998,5.143,205863,1284840.64
21,2010-05-28,FALSE,80.94,2.759,210.5552301,8.2,140167,421038.74
7,2011-05-13,FALSE,36.61,3.767,192.826069,8.595,70713,306993.52
40,2011-06-17,FALSE,59.16,3.873,135.0837333,4.7810000000000015,155083,672788.29
32,2010-06-25,FALSE,72.42,2.715,189.4533931,8.963,203007,636584.05
1,2010-02-05,FALSE,42.31,2.572,211.0963582,8.106,151315,1112466.82
19,2011-02-04,FALSE,21.02,3.4,133.18341940000002,7.771,203819,746808.92
33,2010-05-14,FALSE,76.8,3.145,126.2085484,9.849,39690,194549.82
30,2011-12-16,FALSE,50.56,3.159,218.82179280000003,7.441,42988,310315.96
3,2011-02-25,FALSE,67.4,3.065,216.8780275,7.551,37392,311002.8
15,2012-02-03,FALSE,35.3,3.796,137.0632581,7.943,123737,356867.52
39,2011-10-14,FALSE,73.79,3.274,216.0885258,7.716,184109,874975.03
1,2012-08-17,FALSE,84.85,3.571,222.03841090000003,6.908,151315,1085133.23
41,2011-07-29,FALSE,71.3,3.547,193.711525,6.901,196321,962079.58
18,2011-04-29,FALSE,58.82,3.988,134.4357333,8.975,120653,697297.55
25,2010-07-09,FALSE,75.24,2.793,204.3625658,7.527,128107,492368.45
26,2011-04-01,FALSE,22.99,3.638,134.0682581,7.818,152513,517005.83
45,2010-03-19,FALSE,48.79,2.844,182.0779857,8.992,118221,496014.41
21,2010-04-30,FALSE,66.93,2.78,210.0505833,8.2,140167,536667.36
27,2011-04-22,FALSE,50.02,4.061,138.2475036,7.725,204184,1213494.34
30,2011-11-11,FALSE,59.8,3.297,217.6455387,7.441,42988,247044.4
25,2012-03-02,FALSE,36.01,3.816,213.6718127,6.961,128107,435901.61
41,2012-07-27,FALSE,73.31,3.57,197.9792136,6.432,196321,687979.71
36,2011-12-02,FALSE,53.57,3.164,217.4229206,7.716,39910,188448.61
9,2012-04-06,FALSE,68.83,3.891,225.1820555,5.539,125833,451290.36
12,2011-02-11,TRUE,51.3,3.381,127.859129,14.021,112238,688690.59
23,2010-04-09,FALSE,56.82,2.849,131.9408065,5.435,114533,743341.59
14,2010-09-03,FALSE,78.37,2.715,182.6042922,8.743,200898,1779835.67
20,2010-04-09,FALSE,65.1,2.869,203.8488134,7.856,203742,1331414.75
11,2010-10-22,FALSE,72.6,2.725,215.17839,7.564,207499,954549.88
19,2011-11-18,FALSE,48.21,3.717,136.4666667,7.866,203819,851785.16
18,2011-07-29,FALSE,73.85,3.898,135.9639355,8.89,120653,681463.34
15,2012-01-13,FALSE,36.26,3.666,136.753,7.943,123737,317280.99
40,2012-06-29,FALSE,64.42,3.577,138.1962667,4.125,155083,484236.42
9,2011-01-28,FALSE,43.9,3.01,215.7358438,6.416,125833,337052.31
3,2011-03-04,FALSE,65.11,3.2880000000000003,217.17169790000003,7.551,37392,331358.48
44,2010-05-07,FALSE,44.42,2.948,126.2898,7.972,39910,162660.29
30,2012-07-20,FALSE,84.25,3.3110000000000004,221.5701123,6.565,42988,335051.43
20,2011-02-18,FALSE,42.95,3.245,206.3694701,7.343,203742,1485236.65
4,2011-04-01,FALSE,56.99,3.5210000000000004,128.7199355,5.9460000000000015,205863,1463838.99
19,2011-03-25,FALSE,33.26,3.789,133.9587419,7.771,203819,834446.98
13,2010-12-31,TRUE,26.79,2.8680000000000003,127.0876774,7.795,219622,1321518.24
29,2010-03-12,FALSE,43.43,2.805,131.784,10.064,93638,369122
12,2012-09-14,FALSE,83.64,4.133,130.9776667,10.925999999999998,112238,703432.39
13,2011-08-19,FALSE,76.68,3.5780000000000003,129.2405806,6.8770000000000024,219622,1496993.59
2,2012-02-17,FALSE,43.82,3.51,220.0651993,7.057,202307,1425571.6300000001
22,2011-08-12,FALSE,74.69,3.88,140.08598730000003,8.023,119557,658530.15
31,2012-09-14,FALSE,76.1,3.717,222.2174395,6.565,203750,931952.69
30,2011-07-22,FALSE,90.27,3.651,215.0749122,7.852,42988,272245.59
40,2012-02-10,TRUE,23.92,3.655,137.1666774,4.261,155083,522935.82
14,2012-06-01,FALSE,74.48,3.742,191.0091712,8.567,200898,1343940.5
16,2010-05-21,FALSE,47.34,2.776,189.467827,6.8420000000000005,57197,279537.52
5,2011-04-22,FALSE,74.34,3.807,216.0280407,6.489,34875,212619.8
45,2010-02-12,TRUE,27.73,2.773,181.982317,8.992,118221,399442.52
14,2010-07-23,FALSE,81.46,2.7710000000000004,182.3509895,8.743,200898,1079876.25
37,2010-08-13,FALSE,86.06,2.692,210.3943056,8.36,39910,303151.56
17,2012-09-07,TRUE,61.99,3.689,130.93254840000003,5.936,93188,1099914.8
7,2012-05-18,FALSE,49.41,3.837,197.5553137,8.09,70713,342727.08999999997
23,2012-07-13,FALSE,69.19,3.5610000000000004,138.263,4.1560000000000015,114533,985495.5599999999
40,2011-01-28,FALSE,9.51,3.2430000000000003,133.1059677,5.114,155083,494409.49
26,2010-04-23,FALSE,39.68,2.895,132.0226667,8.512,152513,564572.97
10,2012-05-18,FALSE,85.19,4.308,131.0983226,7.3820000000000014,126512,957955.08
24,2011-07-01,FALSE,70.27,3.916,135.4468,8.357999999999999,203819,804398.36
2,2011-09-30,FALSE,78.14,3.355,216.3620333,7.852,202307,1202631.88
38,2011-04-01,FALSE,63.63,3.772,128.7199355,13.736,39690,140658.4
11,2012-01-13,FALSE,53.1,3.261,223.3755259,6.832999999999998,207499,859386.33
33,2010-10-01,FALSE,91.45,3.0010000000000003,126.2346,9.265,39690,185870.22
45,2011-09-09,TRUE,71.48,3.738,186.6737376,8.625,118221,453349.89
34,2010-04-23,FALSE,55.04,2.805,126.47133329999998,9.593,158114,585802.79
34,2012-06-15,FALSE,76.48,3.372,130.82953329999998,9.575,158114,775014.76
45,2011-10-28,FALSE,51.78,3.569,187.87749130000003,8.523,118221,598737.83
12,2011-12-30,TRUE,44.64,3.428,130.07103229999998,12.89,112238,883210.53
39,2012-07-06,FALSE,81.05,3.227,220.567112,6.6229999999999976,184109,1205812.2
20,2010-03-12,FALSE,43.82,2.818,204.52505980000004,8.187000000000001,203742,1019094.48
1,2011-02-04,FALSE,42.27,2.989,212.5668812,7.742000000000001,151315,1068034.66
33,2010-12-24,FALSE,60.43,3.236,126.98358059999998,9.265,39690,182178.81
24,2011-04-22,FALSE,46,4.061,134.3571,8.212,203819,1014171.3200000001
36,2010-12-24,FALSE,59.1,2.863,210.1805602,8.476,39910,317670.69
41,2010-11-19,FALSE,31.34,2.758,191.0312172,7.507999999999999,196321,720332.05
9,2012-09-21,FALSE,69.92,3.721,226.55991380000003,5.277,125833,415761.45
30,2010-09-03,FALSE,82.57,2.577,211.1886931,8.099,42988,401833.62
6,2012-01-13,FALSE,48.33,3.261,221.4893412,6.1320000000000014,202505,838069.04
39,2011-10-28,FALSE,71.05,3.372,216.4051315,7.716,184109,1017208.82
20,2010-12-17,FALSE,24.07,3.14,204.6321194,7.484,203742,1817520.1
25,2012-09-28,FALSE,54.52,3.997,215.7367162,7.28,128107,430485.96
24,2010-02-12,TRUE,25.94,2.94,131.5866129,8.326,203819,991237.46
40,2012-09-07,TRUE,65.06,3.921,138.4729355,4.1560000000000015,155083,853325.78
8,2011-09-09,TRUE,69.01,3.5460000000000003,219.2604355,6.425,155078,584121.05
4,2012-04-20,FALSE,68.6,3.864,131.11733329999998,4.308,205863,1694103.17
23,2012-03-09,FALSE,33.11,3.876,137.50668969999998,4.261,114533,752991.33
29,2010-10-22,FALSE,50.24,2.919,132.8170968,10.524,93638,347864.74
19,2012-10-26,FALSE,56.49,4.0710000000000015,138.7281613,7.992000000000001,203819,612813.11
37,2010-12-10,FALSE,51.83,2.843,210.2372494,8.476,39910,360819.08
15,2012-08-03,FALSE,73.13,3.819,138.17358059999998,8.193,123737,409518.42
2,2010-07-23,FALSE,87.66,2.608,210.8921319,8.099,202307,1471461.59
18,2012-06-01,FALSE,71.42,3.798,138.11380649999998,8.304,120653,871543.9
45,2011-06-03,FALSE,76.38,3.922,185.7545,8.521,118221,559320.24
31,2011-07-15,FALSE,91.05,3.575,215.0134426,7.852,203750,949780.87
11,2010-08-27,FALSE,87.7,2.619,214.8897938,7.346,207499,909171.75
1,2012-08-03,FALSE,86.11,3.417,221.9498642,6.908,151315,911795.3200000001
44,2012-08-03,FALSE,81.99,3.512,130.73787099999998,5.407,39910,241970.87
7,2010-06-11,FALSE,63.59,2.684,189.40007340000003,8.963,70713,347715.55
9,2011-10-07,FALSE,72.62,3.285,220.6643585,6.0539999999999985,125833,474034.68
41,2011-08-19,FALSE,70.55,3.499,194.2500634,6.901,196321,968607.39
19,2011-12-16,FALSE,37.07,3.611,136.53351610000001,7.866,203819,1331676.74
10,2010-04-23,FALSE,66.42,3.05,126.47133329999998,9.524,126512,1349074.07
11,2011-12-16,FALSE,59.69,3.159,222.6426418,7.197,207499,1273871.05
15,2012-10-12,FALSE,49.12,4.186,138.9117,7.992000000000001,123737,402602.93
44,2011-12-09,FALSE,24.82,3.341,129.8555333,6.0779999999999985,39910,220038.49
18,2011-02-25,FALSE,26.15,3.281,133.4921429,9.131,120653,593480.34
23,2012-01-06,FALSE,24.29,3.439,136.698129,4.261,114533,893880.46
6,2011-09-02,FALSE,91.22,3.533,217.3343423,6.925,202505,897653.03
24,2011-02-04,FALSE,23.83,3.4,133.18341940000002,8.252,203819,987812.75
11,2012-02-17,FALSE,52.77,3.51,223.9170153,6.832999999999998,207499,906716.09
23,2011-05-13,FALSE,55.12,4.095,134.593,4.7810000000000015,114533,841339.6
35,2012-09-21,FALSE,66.1,4.038,142.6798167,8.839,103681,487087.17
10,2011-08-05,FALSE,89.8,3.803,129.1846452,8.257,126512,1149909.37
16,2010-03-05,FALSE,27.92,2.62,189.6695049,7.039,57197,305813.96
1,2012-04-20,FALSE,66.76,3.877,221.5640737,7.143,151315,828265.16
45,2010-08-06,FALSE,77.17,2.784,182.5320862,8.743,118221,573887.77
37,2010-10-29,FALSE,76.22,2.716,210.6736944,8.476,39910,333823.71
35,2012-05-04,FALSE,53.68,3.951,142.0177929,8.876,103681,591828.42
39,2010-10-22,FALSE,71.73,2.725,210.6271444,8.476,184109,974074.71
12,2011-02-25,FALSE,48.45,3.53,128.13,14.021,112238,713878.87
11,2011-12-30,TRUE,48.86,3.129,223.0090839,7.197,207499,796218.37
21,2012-06-29,FALSE,88.05,3.286,221.48133430000004,6.891,140167,533315.73
18,2011-02-18,FALSE,31.59,3.263,133.3701429,9.131,120653,844320.85
20,2010-05-21,FALSE,60.38,2.958,203.8770235,7.856,203742,1145238.98
31,2012-10-05,FALSE,70.28,3.617,222.8159296,6.17,203750,905102.28
8,2010-09-03,FALSE,76.14,2.577,214.894576,6.315,155078,757254.7
43,2012-03-16,FALSE,57.88,3.734,212.6651567,9.653,41062,591791.06
2,2011-12-23,FALSE,46.66,3.112,218.9995495,7.441,202307,2126316.72
15,2011-03-04,FALSE,28.16,3.605,133.6141429,7.771,123737,388889.35
38,2011-04-15,FALSE,57.63,3.868,128.91073329999998,13.736,39690,152807.55
15,2012-06-01,FALSE,67.61,3.915,138.11380649999998,8.15,123737,449611.12
32,2010-05-28,FALSE,64.69,2.737,189.4452425,8.963,203007,796175.12
28,2010-09-17,FALSE,82.45,3.028,126.1454667,14.18,206302,888763.99
25,2012-03-30,FALSE,47.92,3.953,214.1647079,6.961,128107,412469.23
20,2012-06-22,FALSE,76.51,3.564,214.606,7.1389999999999985,203742,1718597.34
39,2011-05-27,FALSE,82.1,3.786,214.2408462,8.3,184109,924538.52
45,2011-08-19,FALSE,72.98,3.747,186.5093071,8.625,118221,449107.64
45,2011-06-10,FALSE,73.88,3.881,185.6486923,8.521,118221,555860.28
28,2012-03-09,FALSE,54.54,4.25,130.7413793,12.187,206302,1039290.28
13,2010-05-28,FALSE,53.11,2.908,126.1602258,8.107000000000001,219622,1389724.29
14,2012-02-24,FALSE,42.86,3.739,190.0069881,8.424,200898,1306991.23
26,2012-08-10,FALSE,67.01,3.772,138.1437742,7.405,152513,718164.29
39,2011-08-26,FALSE,86.49,3.523,214.4878416,8.177,184109,581056.35
30,2010-11-12,FALSE,60.95,2.728,211.6608975,8.163,42988,200301.56
34,2010-12-17,FALSE,42.64,2.884,126.8794839,10.21,158114,766182.77
15,2011-08-05,FALSE,73.63,4.02,136.05403230000002,7.806,123737,340332.29
12,2011-10-28,FALSE,67.41,3.727,129.7936774,12.89,112238,455115.64
24,2011-04-01,FALSE,35.73,3.811,134.0682581,8.212,203819,969141.87
18,2010-02-12,TRUE,26.41,2.7710000000000004,131.5866129,9.202,120653,731366.71
3,2010-10-22,FALSE,71.64,2.725,215.17839,7.564,37392,167390.77
14,2010-12-10,FALSE,30.54,3.109,182.5519538,8.724,200898,1595628.42
29,2012-01-13,FALSE,39,3.523,136.753,8.988,93638,283190.38
5,2010-08-06,FALSE,86.1,2.627,212.0624447,6.496,34875,147859.85
39,2010-03-12,FALSE,61.88,2.667,210.1413607,8.554,184109,943743.0700000001
33,2012-03-30,FALSE,71.34,4.294,130.96709679999998,7.603,39690,162493.13
12,2010-02-26,FALSE,50.23,2.825,126.5522857,13.975,112238,772984.13
1,2012-07-06,FALSE,81.57,3.227,221.8837789,6.908,151315,1094403.33
32,2010-07-09,FALSE,67.55,2.7110000000000003,189.5231276,9.017,203007,716782.72
12,2011-03-18,FALSE,64.21,3.692,128.5121935,14.021,112238,702826.76
16,2011-07-15,FALSE,65.16,3.532,193.31254840000003,6.337999999999999,57197,403938.47000000003
44,2012-04-27,FALSE,64.8,3.842,131.12666670000002,5.621,39910,149053.63999999998
25,2010-08-06,FALSE,71.79,2.784,204.7293252,7.527,128107,569872.99
27,2011-03-04,FALSE,36.99,3.605,137.5017028,7.827000000000001,204184,1206777.02
15,2012-04-13,FALSE,43.52,4.187,137.868,8.15,123737,325229.19
10,2011-09-02,FALSE,91.61,3.798,129.32593550000001,8.257,126512,1278998.59
16,2010-05-28,FALSE,52.08,2.737,189.4452425,6.8420000000000005,57197,271514.44
7,2012-03-30,FALSE,44.99,3.75,197.4133259,8.256,70713,454141.65
7,2012-09-28,FALSE,50.64,3.789,198.5903276,7.872000000000001,70713,339744.49
4,2012-06-01,FALSE,77.41,3.483,130.95922579999998,4.308,205863,1521268.92
27,2010-04-23,FALSE,53.91,3.0210000000000004,135.87216669999998,8.058,204184,1409202.56
43,2012-05-04,FALSE,77.47,3.749,213.1125857,9.575,41062,518919.71
16,2010-07-09,FALSE,61.79,2.7110000000000003,189.5231276,6.8679999999999986,57197,356251.52
41,2011-04-29,FALSE,39.81,3.663,192.6243322,6.934,196321,659236.59
41,2010-07-16,FALSE,69.06,2.699,189.6125456,7.335,196321,930414.71
8,2010-06-25,FALSE,81.78,2.653,214.7126286,6.29,155078,604510.2
14,2011-11-25,TRUE,48.71,3.492,188.3504,8.523,200898,1665511.41
27,2012-04-13,FALSE,52.22,4.187,141.8433929,8.253,204184,1011858.03
28,2012-05-18,FALSE,84.51,4.11,131.0983226,11.627,206302,891782.9
23,2012-07-27,FALSE,69.31,3.701,138.2033871,4.1560000000000015,114533,873914.48
21,2011-02-25,FALSE,61.27,3.065,213.190421,8.027999999999999,140167,565761.72
22,2011-08-26,FALSE,72.22,3.796,140.16295280000003,8.023,119557,851510.57
11,2012-02-10,TRUE,52.23,3.409,223.753643,6.832999999999998,207499,956555.33
10,2010-12-31,TRUE,49.67,3.148,127.0876774,9.003,126512,1238939.64
9,2011-06-03,FALSE,85.8,3.699,218.8784768,6.38,125833,366533.39
19,2012-03-16,FALSE,48.2,4.021,137.5843871,7.943,203819,912152.74
40,2010-02-05,FALSE,14.48,2.7880000000000003,131.52790320000003,5.892,155083,776739.88
38,2011-04-22,FALSE,72.12,4.134,128.9553,13.736,39690,292656.85
6,2011-08-12,FALSE,90.49,3.638,217.1438281,6.925,202505,977286.03
1,2010-09-03,FALSE,81.21,2.577,211.53124790000004,7.787000000000001,151315,1057618.99
10,2010-07-09,FALSE,91.03,3.1,126.1518,9.199,126512,1164503.1
41,2011-03-04,FALSE,34.99,3.232,192.0116004,7.241,196321,827913.13
14,2012-04-20,FALSE,63.13,4.027,190.8138013,8.567,200898,1483839.56
7,2012-07-20,FALSE,62.87,3.585,197.9290378,7.872000000000001,70713,565912.78
18,2012-05-04,FALSE,49.66,3.991,138.0332,8.304,120653,845626.48
10,2010-07-16,FALSE,91.8,2.971,126.1498065,9.199,126512,1029536.73
41,2011-05-27,FALSE,50.56,3.795,192.8365651,6.934,196321,809416.59
2,2011-04-01,FALSE,55.43,3.524,214.48869080000003,7.931,202307,1089815.02
16,2010-04-02,FALSE,36.19,2.725,189.7048215,6.8420000000000005,57197,290712.02
5,2012-04-13,FALSE,70.56,3.891,222.0971111,5.801,34875,258647.22
1,2011-04-15,FALSE,71.27,3.743,215.2918561,7.682,151315,1102352.29
12,2010-07-30,FALSE,96.31,3.017,126.10690320000002,14.18,112238,462302.25
42,2012-10-26,FALSE,70.5,4.301,131.19309679999998,6.943,39690,380400.74
20,2010-10-29,FALSE,57.56,2.9210000000000003,205.1118126,7.484,203742,1117443.19
15,2012-05-04,FALSE,51.04,4.124,138.0332,8.15,123737,387749.09
22,2011-08-05,FALSE,75.33,3.903,139.9896486,8.023,119557,749068.16
15,2012-06-15,FALSE,67.7,3.786,138.12953330000002,8.15,123737,420110.25
13,2012-03-09,FALSE,38.24,3.38,130.7413793,6.104,219622,1306572.57
40,2011-07-15,FALSE,68.9,3.827,135.7837419,4.584,155083,653116.67
1,2012-06-08,FALSE,78.3,3.452,221.7494839,7.143,151315,1146493.89
7,2011-04-15,FALSE,27.79,3.611,192.4225954,8.595,70713,230271.5
33,2011-02-04,FALSE,49.26,3.3480000000000003,127.7195806,8.951,39690,181488.39
2,2012-06-08,FALSE,78.69,3.452,221.3877467,6.891,202307,1810221.74
1,2011-01-07,FALSE,48.27,2.9760000000000004,211.40474190000003,7.742000000000001,151315,1015595.03
27,2011-09-09,TRUE,70.93,3.93,140.23101730000002,7.85,204184,1500800.84
40,2010-03-12,FALSE,35.1,2.805,131.784,5.892,155083,605774.89
